InvoiceId,InvoiceLineId,invoicedate,CustomerId,TrackId,GenreId,ArtistId,BillingCountry,Quantity,UnitPrice,revenue
8,39,2009-02-01,40,234,7,17,France,1,0.99,0.99
8,40,2009-02-01,40,236,7,17,France,1,0.99,0.99
9,41,2009-02-02,42,238,7,17,France,1,0.99,0.99
9,42,2009-02-02,42,240,7,17,France,1,0.99,0.99
9,43,2009-02-02,42,242,7,17,France,1,0.99,0.99
9,44,2009-02-02,42,244,7,17,France,1,0.99,0.99
10,45,2009-02-03,46,248,7,18,Ireland,1,0.99,0.99
10,46,2009-02-03,46,252,7,18,Ireland,1,0.99,0.99
10,47,2009-02-03,46,256,7,18,Ireland,1,0.99,0.99
10,48,2009-02-03,46,260,7,18,Ireland,1,0.99,0.99
10,49,2009-02-03,46,264,7,18,Ireland,1,0.99,0.99
10,50,2009-02-03,46,268,7,18,Ireland,1,0.99,0.99
11,51,2009-02-06,52,274,7,18,United Kingdom,1,0.99,0.99
11,52,2009-02-06,52,280,7,18,United Kingdom,1,0.99,0.99
11,53,2009-02-06,52,286,8,19,United Kingdom,1,0.99,0.99
11,54,2009-02-06,52,292,8,19,United Kingdom,1,0.99,0.99
11,55,2009-02-06,52,298,8,19,United Kingdom,1,0.99,0.99
11,56,2009-02-06,52,304,8,19,United Kingdom,1,0.99,0.99
11,57,2009-02-06,52,310,8,19,United Kingdom,1,0.99,0.99
11,58,2009-02-06,52,316,7,20,United Kingdom,1,0.99,0.99
11,59,2009-02-06,52,322,7,20,United Kingdom,1,0.99,0.99
12,60,2009-02-11,2,331,9,21,Germany,1,0.99,0.99
12,61,2009-02-11,2,340,1,22,Germany,1,0.99,0.99
12,62,2009-02-11,2,349,1,22,Germany,1,0.99,0.99
12,63,2009-02-11,2,358,1,23,Germany,1,0.99,0.99
12,64,2009-02-11,2,367,10,21,Germany,1,0.99,0.99
12,65,2009-02-11,2,376,7,24,Germany,1,0.99,0.99
12,66,2009-02-11,2,385,7,24,Germany,1,0.99,0.99
12,67,2009-02-11,2,394,7,6,Germany,1,0.99,0.99
12,68,2009-02-11,2,403,7,6,Germany,1,0.99,0.99
12,69,2009-02-11,2,412,3,50,Germany,1,0.99,0.99
12,70,2009-02-11,2,421,1,51,Germany,1,0.99,0.99
12,71,2009-02-11,2,430,1,51,Germany,1,0.99,0.99
12,72,2009-02-11,2,439,1,52,Germany,1,0.99,0.99
12,73,2009-02-11,2,448,1,52,Germany,1,0.99,0.99
13,74,2009-02-19,16,462,2,53,USA,1,0.99,0.99
14,75,2009-03-04,17,463,2,53,USA,1,0.99,0.99
14,76,2009-03-04,17,464,2,53,USA,1,0.99,0.99
15,77,2009-03-04,19,466,2,53,USA,1,0.99,0.99
15,78,2009-03-04,19,468,4,54,USA,1,0.99,0.99
16,79,2009-03-05,21,470,4,54,USA,1,0.99,0.99
16,80,2009-03-05,21,472,4,54,USA,1,0.99,0.99
16,81,2009-03-05,21,474,4,54,USA,1,0.99,0.99
16,82,2009-03-05,21,476,4,54,USA,1,0.99,0.99
17,83,2009-03-06,25,480,4,54,USA,1,0.99,0.99
17,84,2009-03-06,25,484,4,54,USA,1,0.99,0.99
17,85,2009-03-06,25,488,4,54,USA,1,0.99,0.99
17,86,2009-03-06,25,492,1,55,USA,1,0.99,0.99
17,87,2009-03-06,25,496,1,55,USA,1,0.99,0.99
17,88,2009-03-06,25,500,1,55,USA,1,0.99,0.99
18,89,2009-03-09,31,506,7,56,Canada,1,0.99,0.99
18,90,2009-03-09,31,512,7,56,Canada,1,0.99,0.99
18,91,2009-03-09,31,518,7,17,Canada,1,0.99,0.99
18,92,2009-03-09,31,524,7,17,Canada,1,0.99,0.99
18,93,2009-03-09,31,530,4,57,Canada,1,0.99,0.99
18,94,2009-03-09,31,536,4,57,Canada,1,0.99,0.99
18,95,2009-03-09,31,542,4,57,Canada,1,0.99,0.99
18,96,2009-03-09,31,548,1,58,Canada,1,0.99,0.99
18,97,2009-03-09,31,554,1,22,Canada,1,0.99,0.99
19,98,2009-03-14,40,563,7,21,France,1,0.99,0.99
19,99,2009-03-14,40,572,1,59,France,1,0.99,0.99
19,100,2009-03-14,40,581,1,59,France,1,0.99,0.99
19,101,2009-03-14,40,590,7,37,France,1,0.99,0.99
19,102,2009-03-14,40,599,2,68,France,1,0.99,0.99
19,103,2009-03-14,40,608,2,68,France,1,0.99,0.99
19,104,2009-03-14,40,617,2,68,France,1,0.99,0.99
19,105,2009-03-14,40,626,2,69,France,1,0.99,0.99
19,106,2009-03-14,40,635,2,69,France,1,0.99,0.99
19,107,2009-03-14,40,644,2,69,France,1,0.99,0.99
19,108,2009-03-14,40,653,11,70,France,1,0.99,0.99
19,109,2009-03-14,40,662,7,21,France,1,0.99,0.99
19,110,2009-03-14,40,671,7,21,France,1,0.99,0.99
19,111,2009-03-14,40,680,1,76,France,1,0.99,0.99
20,112,2009-03-22,54,694,1,76,United Kingdom,1,0.99,0.99
21,113,2009-04-04,55,695,1,76,Australia,1,0.99,0.99
21,114,2009-04-04,55,696,1,76,Australia,1,0.99,0.99
22,115,2009-04-04,57,698,1,76,Chile,1,0.99,0.99
22,116,2009-04-04,57,700,1,76,Chile,1,0.99,0.99
23,117,2009-04-05,59,702,1,76,India,1,0.99,0.99
23,118,2009-04-05,59,704,1,76,India,1,0.99,0.99
23,119,2009-04-05,59,706,1,76,India,1,0.99,0.99
23,120,2009-04-05,59,708,1,76,India,1,0.99,0.99
24,121,2009-04-06,4,712,1,76,Norway,1,0.99,0.99
24,122,2009-04-06,4,716,7,77,Norway,1,0.99,0.99
24,123,2009-04-06,4,720,7,77,Norway,1,0.99,0.99
24,124,2009-04-06,4,724,7,77,Norway,1,0.99,0.99
24,125,2009-04-06,4,728,7,77,Norway,1,0.99,0.99
24,126,2009-04-06,4,732,7,77,Norway,1,0.99,0.99
25,127,2009-04-09,10,738,7,77,Brazil,1,0.99,0.99
25,128,2009-04-09,10,744,7,77,Brazil,1,0.99,0.99
25,129,2009-04-09,10,750,1,58,Brazil,1,0.99,0.99
25,130,2009-04-09,10,756,1,58,Brazil,1,0.99,0.99
25,131,2009-04-09,10,762,1,58,Brazil,1,0.99,0.99
25,132,2009-04-09,10,768,1,58,Brazil,1,0.99,0.99
25,133,2009-04-09,10,774,1,58,Brazil,1,0.99,0.99
25,134,2009-04-09,10,780,1,58,Brazil,1,0.99,0.99
25,135,2009-04-09,10,786,1,58,Brazil,1,0.99,0.99
26,136,2009-04-14,19,795,1,58,USA,1,0.99,0.99
26,137,2009-04-14,19,804,1,58,USA,1,0.99,0.99
26,138,2009-04-14,19,813,1,58,USA,1,0.99,0.99
26,139,2009-04-14,19,822,1,58,USA,1,0.99,0.99
26,140,2009-04-14,19,831,1,78,USA,1,0.99,0.99
26,141,2009-04-14,19,840,1,78,USA,1,0.99,0.99
26,142,2009-04-14,19,849,2,79,USA,1,0.99,0.99
26,143,2009-04-14,19,858,7,80,USA,1,0.99,0.99
26,144,2009-04-14,19,867,7,80,USA,1,0.99,0.99
26,145,2009-04-14,19,876,7,80,USA,1,0.99,0.99
26,146,2009-04-14,19,885,7,41,USA,1,0.99,0.99
26,147,2009-04-14,19,894,6,81,USA,1,0.99,0.99
26,148,2009-04-14,19,903,6,81,USA,1,0.99,0.99
26,149,2009-04-14,19,912,6,81,USA,1,0.99,0.99
27,150,2009-04-22,33,926,4,82,Canada,1,0.99,0.99
28,151,2009-05-05,34,927,4,82,Portugal,1,0.99,0.99
28,152,2009-05-05,34,928,4,82,Portugal,1,0.99,0.99
29,153,2009-05-05,36,930,4,82,Germany,1,0.99,0.99
29,154,2009-05-05,36,932,4,82,Germany,1,0.99,0.99
30,155,2009-05-06,38,934,4,82,Germany,1,0.99,0.99
30,156,2009-05-06,38,936,4,82,Germany,1,0.99,0.99
30,157,2009-05-06,38,938,4,82,Germany,1,0.99,0.99
30,158,2009-05-06,38,940,4,82,Germany,1,0.99,0.99
31,159,2009-05-07,42,944,4,82,France,1,0.99,0.99
31,160,2009-05-07,42,948,4,82,France,1,0.99,0.99
31,161,2009-05-07,42,952,1,82,France,1,0.99,0.99
31,162,2009-05-07,42,956,1,82,France,1,0.99,0.99
31,163,2009-05-07,42,960,1,82,France,1,0.99,0.99
31,164,2009-05-07,42,964,4,82,France,1,0.99,0.99
32,165,2009-05-10,48,970,4,82,Netherlands,1,0.99,0.99
32,166,2009-05-10,48,976,7,83,Netherlands,1,0.99,0.99
32,167,2009-05-10,48,982,7,83,Netherlands,1,0.99,0.99
32,168,2009-05-10,48,988,7,83,Netherlands,1,0.99,0.99
32,169,2009-05-10,48,994,1,84,Netherlands,1,0.99,0.99
32,170,2009-05-10,48,1000,1,84,Netherlands,1,0.99,0.99
32,171,2009-05-10,48,1006,1,84,Netherlands,1,0.99,0.99
32,172,2009-05-10,48,1012,4,84,Netherlands,1,0.99,0.99
32,173,2009-05-10,48,1018,4,84,Netherlands,1,0.99,0.99
33,174,2009-05-15,57,1027,1,84,Chile,1,0.99,0.99
33,175,2009-05-15,57,1036,12,85,Chile,1,0.99,0.99
33,176,2009-05-15,57,1045,12,85,Chile,1,0.99,0.99
33,177,2009-05-15,57,1054,12,85,Chile,1,0.99,0.99
33,178,2009-05-15,57,1063,7,86,Chile,1,0.99,0.99
33,179,2009-05-15,57,1072,7,86,Chile,1,0.99,0.99
33,180,2009-05-15,57,1081,10,27,Chile,1,0.99,0.99
33,181,2009-05-15,57,1090,7,27,Chile,1,0.99,0.99
33,182,2009-05-15,57,1099,7,27,Chile,1,0.99,0.99
33,183,2009-05-15,57,1108,7,81,Chile,1,0.99,0.99
33,184,2009-05-15,57,1117,7,81,Chile,1,0.99,0.99
33,185,2009-05-15,57,1126,3,87,Chile,1,0.99,0.99
33,186,2009-05-15,57,1135,4,54,Chile,1,0.99,0.99
33,187,2009-05-15,57,1144,4,54,Chile,1,0.99,0.99
34,188,2009-05-23,12,1158,1,88,Brazil,1,0.99,0.99
35,189,2009-06-05,13,1159,1,88,Brazil,1,0.99,0.99
35,190,2009-06-05,13,1160,1,88,Brazil,1,0.99,0.99
36,191,2009-06-05,15,1162,1,88,Canada,1,0.99,0.99
36,192,2009-06-05,15,1164,1,88,Canada,1,0.99,0.99
37,193,2009-06-06,17,1166,1,88,USA,1,0.99,0.99
37,194,2009-06-06,17,1168,1,88,USA,1,0.99,0.99
37,195,2009-06-06,17,1170,1,88,USA,1,0.99,0.99
37,196,2009-06-06,17,1172,1,88,USA,1,0.99,0.99
38,197,2009-06-07,21,1176,3,88,USA,1,0.99,0.99
38,198,2009-06-07,21,1180,3,88,USA,1,0.99,0.99
38,199,2009-06-07,21,1184,3,88,USA,1,0.99,0.99
38,200,2009-06-07,21,1188,2,89,USA,1,0.99,0.99
38,201,2009-06-07,21,1192,2,89,USA,1,0.99,0.99
38,202,2009-06-07,21,1196,2,89,USA,1,0.99,0.99
39,203,2009-06-10,27,1202,1,90,USA,1,0.99,0.99
39,204,2009-06-10,27,1208,1,90,USA,1,0.99,0.99
39,205,2009-06-10,27,1214,3,90,USA,1,0.99,0.99
39,206,2009-06-10,27,1220,3,90,USA,1,0.99,0.99
39,207,2009-06-10,27,1226,3,90,USA,1,0.99,0.99
39,208,2009-06-10,27,1232,3,90,USA,1,0.99,0.99
39,209,2009-06-10,27,1238,1,90,USA,1,0.99,0.99
39,210,2009-06-10,27,1244,1,90,USA,1,0.99,0.99
39,211,2009-06-10,27,1250,13,90,USA,1,0.99,0.99
40,212,2009-06-15,36,1259,1,90,Germany,1,0.99,0.99
40,213,2009-06-15,36,1268,6,90,Germany,1,0.99,0.99
40,214,2009-06-15,36,1277,13,90,Germany,1,0.99,0.99
40,215,2009-06-15,36,1286,13,90,Germany,1,0.99,0.99
40,216,2009-06-15,36,1295,3,90,Germany,1,0.99,0.99
40,217,2009-06-15,36,1304,13,90,Germany,1,0.99,0.99
40,218,2009-06-15,36,1313,1,90,Germany,1,0.99,0.99
40,219,2009-06-15,36,1322,1,90,Germany,1,0.99,0.99
40,220,2009-06-15,36,1331,3,90,Germany,1,0.99,0.99
40,221,2009-06-15,36,1340,3,90,Germany,1,0.99,0.99
40,222,2009-06-15,36,1349,3,90,Germany,1,0.99,0.99
40,223,2009-06-15,36,1358,3,90,Germany,1,0.99,0.99
40,224,2009-06-15,36,1367,1,90,Germany,1,0.99,0.99
40,225,2009-06-15,36,1376,3,90,Germany,1,0.99,0.99
41,226,2009-06-23,50,1390,3,90,Spain,1,0.99,0.99
42,227,2009-07-06,51,1391,3,90,Sweden,1,0.99,0.99
42,228,2009-07-06,51,1392,3,90,Sweden,1,0.99,0.99
43,229,2009-07-06,53,1394,3,90,United Kingdom,1,0.99,0.99
43,230,2009-07-06,53,1396,1,90,United Kingdom,1,0.99,0.99
44,231,2009-07-07,55,1398,1,90,Australia,1,0.99,0.99
44,232,2009-07-07,55,1400,1,90,Australia,1,0.99,0.99
44,233,2009-07-07,55,1402,1,90,Australia,1,0.99,0.99
44,234,2009-07-07,55,1404,1,90,Australia,1,0.99,0.99
45,235,2009-07-08,59,1408,1,90,India,1,0.99,0.99
45,236,2009-07-08,59,1412,1,90,India,1,0.99,0.99
45,237,2009-07-08,59,1416,14,91,India,1,0.99,0.99
45,238,2009-07-08,59,1420,14,91,India,1,0.99,0.99
45,239,2009-07-08,59,1424,14,91,India,1,0.99,0.99
45,240,2009-07-08,59,1428,14,91,India,1,0.99,0.99
46,241,2009-07-11,6,1434,1,92,Czech Republic,1,0.99,0.99
46,242,2009-07-11,6,1440,1,92,Czech Republic,1,0.99,0.99
46,243,2009-07-11,6,1446,14,92,Czech Republic,1,0.99,0.99
46,244,2009-07-11,6,1452,14,92,Czech Republic,1,0.99,0.99
46,245,2009-07-11,6,1458,15,92,Czech Republic,1,0.99,0.99
46,246,2009-07-11,6,1464,15,92,Czech Republic,1,0.99,0.99
46,247,2009-07-11,6,1470,4,93,Czech Republic,1,0.99,0.99
46,248,2009-07-11,6,1476,4,93,Czech Republic,1,0.99,0.99
46,249,2009-07-11,6,1482,1,94,Czech Republic,1,0.99,0.99
47,250,2009-07-16,15,1491,1,94,Canada,1,0.99,0.99
47,251,2009-07-16,15,1500,1,95,Canada,1,0.99,0.99
47,252,2009-07-16,15,1509,7,46,Canada,1,0.99,0.99
47,253,2009-07-16,15,1518,7,46,Canada,1,0.99,0.99
47,254,2009-07-16,15,1527,7,96,Canada,1,0.99,0.99
47,255,2009-07-16,15,1536,16,97,Canada,1,0.99,0.99
47,256,2009-07-16,15,1545,16,97,Canada,1,0.99,0.99
47,257,2009-07-16,15,1554,3,98,Canada,1,0.99,0.99
47,258,2009-07-16,15,1563,1,52,Canada,1,0.99,0.99
47,259,2009-07-16,15,1572,1,52,Canada,1,0.99,0.99
47,260,2009-07-16,15,1581,1,22,Canada,1,0.99,0.99
47,261,2009-07-16,15,1590,1,22,Canada,1,0.99,0.99
47,262,2009-07-16,15,1599,1,22,Canada,1,0.99,0.99
47,263,2009-07-16,15,1608,1,22,Canada,1,0.99,0.99
48,264,2009-07-24,29,1622,1,22,Canada,1,0.99,0.99
49,265,2009-08-06,30,1623,1,22,Canada,1,0.99,0.99
49,266,2009-08-06,30,1624,1,22,Canada,1,0.99,0.99
50,267,2009-08-06,32,1626,1,22,Canada,1,0.99,0.99
50,268,2009-08-06,32,1628,1,22,Canada,1,0.99,0.99
51,269,2009-08-07,34,1630,1,22,Portugal,1,0.99,0.99
51,270,2009-08-07,34,1632,1,22,Portugal,1,0.99,0.99
51,271,2009-08-07,34,1634,1,22,Portugal,1,0.99,0.99
51,272,2009-08-07,34,1636,1,22,Portugal,1,0.99,0.99
52,273,2009-08-08,38,1640,1,22,Germany,1,0.99,0.99
52,274,2009-08-08,38,1644,1,22,Germany,1,0.99,0.99
52,275,2009-08-08,38,1648,1,22,Germany,1,0.99,0.99
52,276,2009-08-08,38,1652,1,22,Germany,1,0.99,0.99
52,277,2009-08-08,38,1656,1,22,Germany,1,0.99,0.99
52,278,2009-08-08,38,1660,1,22,Germany,1,0.99,0.99
53,279,2009-08-11,44,1666,1,22,Finland,1,0.99,0.99
53,280,2009-08-11,44,1672,7,99,Finland,1,0.99,0.99
53,281,2009-08-11,44,1678,7,99,Finland,1,0.99,0.99
53,282,2009-08-11,44,1684,7,99,Finland,1,0.99,0.99
53,283,2009-08-11,44,1690,7,99,Finland,1,0.99,0.99
53,284,2009-08-11,44,1696,7,99,Finland,1,0.99,0.99
53,285,2009-08-11,44,1702,1,100,Finland,1,0.99,0.99
53,286,2009-08-11,44,1708,1,100,Finland,1,0.99,0.99
53,287,2009-08-11,44,1714,1,100,Finland,1,0.99,0.99
54,288,2009-08-16,53,1723,7,101,United Kingdom,1,0.99,0.99
54,289,2009-08-16,53,1732,7,101,United Kingdom,1,0.99,0.99
54,290,2009-08-16,53,1741,7,101,United Kingdom,1,0.99,0.99
54,291,2009-08-16,53,1750,1,102,United Kingdom,1,0.99,0.99
54,292,2009-08-16,53,1759,7,103,United Kingdom,1,0.99,0.99
54,293,2009-08-16,53,1768,7,103,United Kingdom,1,0.99,0.99
54,294,2009-08-16,53,1777,14,104,United Kingdom,1,0.99,0.99
54,295,2009-08-16,53,1786,14,104,United Kingdom,1,0.99,0.99
54,296,2009-08-16,53,1795,1,105,United Kingdom,1,0.99,0.99
54,297,2009-08-16,53,1804,3,50,United Kingdom,1,0.99,0.99
54,298,2009-08-16,53,1813,3,50,United Kingdom,1,0.99,0.99
54,299,2009-08-16,53,1822,3,50,United Kingdom,1,0.99,0.99
54,300,2009-08-16,53,1831,3,50,United Kingdom,1,0.99,0.99
54,301,2009-08-16,53,1840,3,50,United Kingdom,1,0.99,0.99
55,302,2009-08-24,8,1854,3,50,Belgium,1,0.99,0.99
56,303,2009-09-06,9,1855,3,50,Denmark,1,0.99,0.99
56,304,2009-09-06,9,1856,3,50,Denmark,1,0.99,0.99
57,305,2009-09-06,11,1858,3,50,Brazil,1,0.99,0.99
57,306,2009-09-06,11,1860,3,50,Brazil,1,0.99,0.99
58,307,2009-09-07,13,1862,3,50,Brazil,1,0.99,0.99
58,308,2009-09-07,13,1864,3,50,Brazil,1,0.99,0.99
58,309,2009-09-07,13,1866,3,50,Brazil,1,0.99,0.99
58,310,2009-09-07,13,1868,3,50,Brazil,1,0.99,0.99
59,311,2009-09-08,17,1872,3,50,USA,1,0.99,0.99
59,312,2009-09-08,17,1876,3,50,USA,1,0.99,0.99
59,313,2009-09-08,17,1880,3,50,USA,1,0.99,0.99
59,314,2009-09-08,17,1884,3,50,USA,1,0.99,0.99
59,315,2009-09-08,17,1888,3,50,USA,1,0.99,0.99
59,316,2009-09-08,17,1892,3,50,USA,1,0.99,0.99
60,317,2009-09-11,23,1898,3,50,USA,1,0.99,0.99
60,318,2009-09-11,23,1904,2,68,USA,1,0.99,0.99
60,319,2009-09-11,23,1910,2,68,USA,1,0.99,0.99
60,320,2009-09-11,23,1916,7,42,USA,1,0.99,0.99
60,321,2009-09-11,23,1922,7,42,USA,1,0.99,0.99
60,322,2009-09-11,23,1928,7,42,USA,1,0.99,0.99
60,323,2009-09-11,23,1934,7,42,USA,1,0.99,0.99
60,324,2009-09-11,23,1940,7,42,USA,1,0.99,0.99
60,325,2009-09-11,23,1946,3,106,USA,1,0.99,0.99
61,326,2009-09-16,32,1955,3,106,Canada,1,0.99,0.99
61,327,2009-09-16,32,1964,16,108,Canada,1,0.99,0.99
61,328,2009-09-16,32,1973,3,109,Canada,1,0.99,0.99
61,329,2009-09-16,32,1982,3,109,Canada,1,0.99,0.99
61,330,2009-09-16,32,1991,1,110,Canada,1,0.99,0.99
61,331,2009-09-16,32,2000,1,110,Canada,1,0.99,0.99
61,332,2009-09-16,32,2009,1,110,Canada,1,0.99,0.99
61,333,2009-09-16,32,2018,1,111,Canada,1,0.99,0.99
61,334,2009-09-16,32,2027,1,111,Canada,1,0.99,0.99
61,335,2009-09-16,32,2036,7,112,Canada,1,0.99,0.99
61,336,2009-09-16,32,2045,7,113,Canada,1,0.99,0.99
61,337,2009-09-16,32,2054,7,113,Canada,1,0.99,0.99
61,338,2009-09-16,32,2063,7,113,Canada,1,0.99,0.99
61,339,2009-09-16,32,2072,7,113,Canada,1,0.99,0.99
62,340,2009-09-24,46,2086,7,113,Ireland,1,0.99,0.99
63,341,2009-10-07,47,2087,7,113,Italy,1,0.99,0.99
63,342,2009-10-07,47,2088,7,113,Italy,1,0.99,0.99
64,343,2009-10-07,49,2090,7,113,Poland,1,0.99,0.99
64,344,2009-10-07,49,2092,7,113,Poland,1,0.99,0.99
65,345,2009-10-08,51,2094,1,114,Sweden,1,0.99,0.99
65,346,2009-10-08,51,2096,1,114,Sweden,1,0.99,0.99
65,347,2009-10-08,51,2098,1,114,Sweden,1,0.99,0.99
65,348,2009-10-08,51,2100,3,114,Sweden,1,0.99,0.99
66,349,2009-10-09,55,2104,3,114,Australia,1,0.99,0.99
66,350,2009-10-09,55,2108,3,114,Australia,1,0.99,0.99
66,351,2009-10-09,55,2112,3,114,Australia,1,0.99,0.99
66,352,2009-10-09,55,2116,1,115,Australia,1,0.99,0.99
66,353,2009-10-09,55,2120,1,115,Australia,1,0.99,0.99
66,354,2009-10-09,55,2124,1,115,Australia,1,0.99,0.99
67,355,2009-10-12,2,2130,10,116,Germany,1,0.99,0.99
67,356,2009-10-12,2,2136,10,116,Germany,1,0.99,0.99
67,357,2009-10-12,2,2142,1,117,Germany,1,0.99,0.99
67,358,2009-10-12,2,2148,1,117,Germany,1,0.99,0.99
67,359,2009-10-12,2,2154,1,118,Germany,1,0.99,0.99
67,360,2009-10-12,2,2160,1,118,Germany,1,0.99,0.99
67,361,2009-10-12,2,2166,4,118,Germany,1,0.99,0.99
67,362,2009-10-12,2,2172,4,118,Germany,1,0.99,0.99
67,363,2009-10-12,2,2178,1,118,Germany,1,0.99,0.99
68,364,2009-10-17,11,2187,1,118,Brazil,1,0.99,0.99
68,365,2009-10-17,11,2196,1,118,Brazil,1,0.99,0.99
68,366,2009-10-17,11,2205,1,118,Brazil,1,0.99,0.99
68,367,2009-10-17,11,2214,1,118,Brazil,1,0.99,0.99
68,368,2009-10-17,11,2223,8,100,Brazil,1,0.99,0.99
68,369,2009-10-17,11,2232,1,120,Brazil,1,0.99,0.99
68,370,2009-10-17,11,2241,17,121,Brazil,1,0.99,0.99
68,371,2009-10-17,11,2250,17,121,Brazil,1,0.99,0.99
68,372,2009-10-17,11,2259,1,51,Brazil,1,0.99,0.99
68,373,2009-10-17,11,2268,1,51,Brazil,1,0.99,0.99
68,374,2009-10-17,11,2277,1,51,Brazil,1,0.99,0.99
68,375,2009-10-17,11,2286,4,124,Brazil,1,0.99,0.99
68,376,2009-10-17,11,2295,4,124,Brazil,1,0.99,0.99
68,377,2009-10-17,11,2304,1,124,Brazil,1,0.99,0.99
69,378,2009-10-25,25,2318,4,124,USA,1,0.99,0.99
70,379,2009-11-07,26,2319,4,124,USA,1,0.99,0.99
70,380,2009-11-07,26,2320,4,124,USA,1,0.99,0.99
71,381,2009-11-07,28,2322,4,124,USA,1,0.99,0.99
71,382,2009-11-07,28,2324,4,124,USA,1,0.99,0.99
72,383,2009-11-08,30,2326,4,124,Canada,1,0.99,0.99
72,384,2009-11-08,30,2328,4,124,Canada,1,0.99,0.99
72,385,2009-11-08,30,2330,4,124,Canada,1,0.99,0.99
72,386,2009-11-08,30,2332,4,124,Canada,1,0.99,0.99
73,387,2009-11-09,34,2336,4,125,Portugal,1,0.99,0.99
73,388,2009-11-09,34,2340,4,125,Portugal,1,0.99,0.99
73,389,2009-11-09,34,2344,1,126,Portugal,1,0.99,0.99
73,390,2009-11-09,34,2348,1,126,Portugal,1,0.99,0.99
73,391,2009-11-09,34,2352,1,126,Portugal,1,0.99,0.99
73,392,2009-11-09,34,2356,1,126,Portugal,1,0.99,0.99
74,393,2009-11-12,40,2362,4,127,France,1,0.99,0.99
74,394,2009-11-12,40,2368,4,127,France,1,0.99,0.99
74,395,2009-11-12,40,2374,4,127,France,1,0.99,0.99
74,396,2009-11-12,40,2380,1,127,France,1,0.99,0.99
74,397,2009-11-12,40,2386,1,127,France,1,0.99,0.99
74,398,2009-11-12,40,2392,1,127,France,1,0.99,0.99
74,399,2009-11-12,40,2398,1,127,France,1,0.99,0.99
74,400,2009-11-12,40,2404,1,127,France,1,0.99,0.99
74,401,2009-11-12,40,2410,1,128,France,1,0.99,0.99
75,402,2009-11-17,49,2419,1,128,Poland,1,0.99,0.99
75,403,2009-11-17,49,2428,1,59,Poland,1,0.99,0.99
75,404,2009-11-17,49,2437,1,100,Poland,1,0.99,0.99
75,405,2009-11-17,49,2446,1,100,Poland,1,0.99,0.99
75,406,2009-11-17,49,2455,1,130,Poland,1,0.99,0.99
75,407,2009-11-17,49,2464,1,130,Poland,1,0.99,0.99
75,408,2009-11-17,49,2473,4,131,Poland,1,0.99,0.99
75,409,2009-11-17,49,2482,4,131,Poland,1,0.99,0.99
75,410,2009-11-17,49,2491,4,131,Poland,1,0.99,0.99
75,411,2009-11-17,49,2500,4,131,Poland,1,0.99,0.99
75,412,2009-11-17,49,2509,1,132,Poland,1,0.99,0.99
